2.52624e-05 9.68425e-05 0
24.731 18.504 0.1
-22.2881 -23.122 0.2
-9.01638 81.6947 0.3
-29.7588 -49.1364 0.4
88.0955 -83.602 0.5
56.5013 -73.5007 0.6
68.6179 -21.4364 0.7
-3.55039 20.3814 0.8
-71.7667 76.4713 0.9
7.55497e-05 0.000291894 0
25.0199 18.3152 0.1
-22.598 -22.9119 0.2
-8.79355 81.3328 0.3
-29.6302 -49.0639 0.4
87.9421 -83.7581 0.5
56.3782 -73.2778 0.6
68.3018 -21.7298 0.7
-3.28707 20.6651 0.8
-71.6043 76.076 0.9
0.000125415 0.000489475 0
25.3088 18.1264 0.1
-22.9079 -22.7017 0.2
-8.57072 80.9709 0.3
-29.5015 -48.9913 0.4
87.7887 -83.9143 0.5
56.2551 -73.0549 0.6
67.9856 -22.0232 0.7
-3.02375 20.9488 0.8
-71.442 75.6807 0.9
0.000174955 0.000689204 0
25.5977 17.9376 0.1
-23.2179 -22.4916 0.2
-8.34788 80.609 0.3
-29.3728 -48.9187 0.4
87.6353 -84.0704 0.5
56.132 -72.832 0.6
67.6695 -22.3167 0.7
-2.76042 21.2324 0.8
-71.2797 75.2853 0.9
0.000224245 0.000890754 0
25.8866 17.7488 0.1
-23.5278 -22.2814 0.2
-8.12505 80.2471 0.3
-29.2441 -48.8461 0.4
87.4819 -84.2265 0.5
56.0088 -72.6091 0.6
67.3533 -22.6101 0.7
-2.49709 21.516 0.8
-71.1174 74.89 0.9
0.000273346 0.00109384 0
26.1756 17.56 0.1
-23.8377 -22.0713 0.2
-7.90222 79.8852 0.3
-29.1155 -48.7735 0.4
87.3285 -84.3827 0.5
55.8857 -72.3862 0.6
67.0372 -22.9036 0.7
-2.23375 21.7996 0.8
-70.9551 74.4946 0.9
0.000322305 0.00129822 0
26.4645 17.3712 0.1
-24.1477 -21.8611 0.2
-7.67938 79.5233 0.3
-28.9868 -48.7009 0.4
87.1751 -84.5388 0.5
55.7626 -72.1633 0.6
66.721 -23.197 0.7
-1.97041 22.0831 0.8
-70.7928 74.0993 0.9
0.000371161 0.00150368 0
26.7534 17.1824 0.1
