-0.000389554 1.58508e-05 0
-53.8645 86.6894 0.1
-43.4025 98.7257 0.2
-55.7365 -68.2274 0.3
-19.6353 -95.5738 0.4
63.712 -3.35853 0.5
-77.6333 -35.7401 0.6
10.1751 -93.565 0.7
44.1077 99.2338 0.8
-53.4871 94.0806 0.9
-0.00117183 4.5248e-05 0
-54.2061 86.6919 0.1
-43.7603 98.9497 0.2
-56.078 -68.5594 0.3
-19.803 -95.3433 0.4
63.3327 -3.08291 0.5
-77.5544 -35.5629 0.6
10.0711 -93.9575 0.7
43.7308 99.4917 0.8
-53.8236 93.9703 0.9
-0.00196032 6.76305e-05 0
-54.5476 86.6949 0.1
-44.1185 99.1735 0.2
-56.4193 -68.8912 0.3
-19.9708 -95.1126 0.4
62.9531 -2.80727 0.5
-77.4753 -35.3858 0.6
9.96696 -94.3492 0.7
43.3537 99.7493 0.8
-54.1596 93.859 0.9
-0.00275706 8.64743e-05 0
-54.889 86.6986 0.1
-44.4768 99.3969 0.2
-56.7607 -69.223 0.3
-20.1385 -94.8818 0.4
62.5733 -2.53163 0.5
-77.3959 -35.2086 0.6
9.86274 -94.7404 0.7
42.9766 100.007 0.8
-54.4954 93.7469 0.9
-0.00356206 0.000104234 0
-55.2302 86.7028 0.1
-44.8354 99.6202 0.2
-57.1019 -69.5548 0.3
-20.3061 -94.6509 0.4
62.1933 -2.25598 0.5
-77.3164 -35.031 0.6
9.75845 -95.1314 0.7
42.5995 100.264 0.8
-54.831 93.6341 0.9
-0.00437416 0.000119425 0
-55.5713 86.7075 0.1
-45.1942 99.8431 0.2
-57.4431 -69.8864 0.3
-20.4738 -94.42 0.4
61.8132 -1.98033 0.5
-77.2368 -34.8529 0.6
9.65404 -95.5223 0.7
42.2223 100.52 0.8
-55.1663 93.5207 0.9
-0.00519291 0.000129285 0
-55.9121 86.7129 0.1
-45.5532 100.066 0.2
-57.7841 -70.2179 0.3
-20.6414 -94.189 0.4
61.4331 -1.70468 0.5
-77.1572 -34.6743 0.6
9.54961 -95.913 0.7
41.8451 100.776 0.8
-55.5013 93.4062 0.9
-0.00601632 0.000130477 0
-56.2529 86.719 0.1
-45.9125 100.288 0.2
-58.125 -70.5493 0.3
-20.809 -93.9579 0.4
61.0528 -1.42902 0.5
-77.0776 -34.4955 0.6
9.44516 -96.3029 0.7
41.468 101.032 0.8
-55.8362 93.2909 0.9
-0.006843 0.000129694 0
-56.5935 86.7257 0.1
-46.2719 100.51 0.2
-58.4659 -70.8807 0.3
-20.9766 -93.7267 0.4
60.6723 -1.15336 0.5
-76.9978 -34.3166 0.6
9.34064 -96.6923 0.7
41.0909 101.288 0.8
-56.1708 93.1749 0.9
-0.00767067 0.000131485 0
-56.934 86.7332 0.1
-46.6316 100.732 0.2
-58.8067 -71.212 0.3
-21.1442 -93.4955 0.4
60.2917 -0.877708 0.5
-76.918 -34.1378 0.6
9.23606 -97.0817 0.7
40.7138 101.544 0.8
-56.5053 93.0581 0.9
-0.00850049 0.000132271 0
-57.2744 86.7413 0.1
-46.9915 100.954 0.2
-59.1475 -71.5433 0.3
-21.3118 -93.2642 0.4
59.9108 -0.602049 0.5
-76.8379 -33.9589 0.6
9.1314 -97.4708 0.7
40.3367 101.799 0.8
-56.8396 92.9403 0.9
-0.00933558 0.000131974 0
-57.6146 86.7501 0.1
-47.3515 101.176 0.2
-59.4883 -71.8745 0.3
-21.4794 -93.0328 0.4
59.5295 -0.326389 0.5
-76.7578 -33.7802 0.6
9.02657 -97.8592 0.7
39.9594 102.054 0.8
-57.1738 92.8218 0.9
-0.0101763 0.000130367 0
-57.9546 86.7596 0.1
-47.7116 101.397 0.2
-59.8289 -72.2056 0.3
-21.6469 -92.8012 0.4
59.1478 -0.0507284 0.5
-76.6775 -33.6016 0.6
8.92162 -98.2467 0.7
39.5818 102.308 0.8
-57.5078 92.7025 0.9
-0.0110217 0.000125528 0
-58.2944 86.7698 0.1
-48.072 101.618 0.2
-60.1695 -72.5367 0.3
-21.8144 -92.5695 0.4
58.7658 0.224932 0.5
-76.5971 -33.4229 0.6
8.81661 -98.6343 0.7
39.2042 102.562 0.8
-57.8417 92.5825 0.9
-0.0118716 0.000118242 0
-58.6341 86.7808 0.1
-48.4324 101.838 0.2
-60.5101 -72.8677 0.3
-21.9819 -92.3376 0.4
58.3835 0.500592 0.5
-76.5165 -33.244 0.6
8.71152 -99.0213 0.7
38.8266 102.814 0.8
-58.1755 92.4617 0.9
-0.0127265 0.000109939 0
-58.9736 86.7925 0.1
-48.793 102.058 0.2
-60.8505 -73.1987 0.3
-22.1494 -92.1057 0.4
58.0008 0.776249 0.5
-76.4358 -33.0647 0.6
8.60617 -99.4078 0.7
38.449 103.066 0.8
-58.509 92.3399 0.9
-0.0135842 0.00010219 0
-59.3129 86.8052 0.1
-49.1537 102.279 0.2
-61.1909 -73.5295 0.3
-22.3168 -91.8737 0.4
57.6177 1.0519 0.5
-76.3549 -32.8854 0.6
8.50054 -99.7942 0.7
38.0714 103.317 0.8
-58.8423 92.217 0.9
-0.0144431 9.43e-05 0
-59.6521 86.8187 0.1
-49.5145 102.498 0.2
-61.5312 -73.8604 0.3
-22.4843 -91.6417 0.4
57.2343 1.32756 0.5
-76.2738 -32.706 0.6
8.39486 -100.18 0.7
37.6935 103.568 0.8
-59.1756 92.0929 0.9
-0.0153044 8.62986e-05 0
-59.991 86.8332 0.1
-49.8755 102.718 0.2
-61.8715 -74.1913 0.3
-22.6517 -91.4096 0.4
56.8505 1.60321 0.5
-76.1927 -32.5267 0.6
8.28918 -100.565 0.7
37.3154 103.817 0.8
-59.5087 91.9678 0.9
-0.0161703 7.65554e-05 0
-60.3298 86.8486 0.1
-50.2366 102.937 0.2
-62.2117 -74.5221 0.3
-22.8191 -91.1773 0.4
56.4664 1.87885 0.5
-76.1113 -32.347 0.6
8.18349 -100.949 0.7
36.9369 104.067 0.8
-59.8419 91.8412 0.9
-0.0170395 6.35694e-05 0
-60.6684 86.865 0.1
-50.5978 103.157 0.2
-62.5518 -74.8528 0.3
-22.9865 -90.9449 0.4
56.0818 2.15449 0.5
-76.0298 -32.1669 0.6
8.07773 -101.331 0.7
36.558 104.315 0.8
-60.175 91.7131 0.9
-0.0179098 5.00519e-05 0
-61.0067 86.8826 0.1
-50.9591 103.375 0.2
-62.8918 -75.1834 0.3
-23.1538 -90.7125 0.4
55.697 2.43011 0.5
-75.9483 -31.9865 0.6
7.97192 -101.713 0.7
36.1789 104.562 0.8
-60.5081 91.5833 0.9
-0.0187803 3.83433e-05 0
-61.3448 86.9013 0.1
-51.3206 103.594 0.2
-63.2319 -75.514 0.3
-23.3212 -90.48 0.4
55.312 2.70579 0.5
-75.8666 -31.806 0.6
7.86616 -102.094 0.7
35.7996 104.809 0.8
-60.8413 91.4518 0.9
-0.0196526 2.47247e-05 0
-61.6828 86.9214 0.1
-51.6821 103.813 0.2
-63.5718 -75.8446 0.3
-23.4886 -90.2474 0.4
54.9265 2.98151 0.5
-75.7849 -31.6256 0.6
7.76043 -102.474 0.7
35.4199 105.055 0.8
-61.1744 91.3184 0.9
-0.0205274 7.01645e-06 0
-62.0204 86.9428 0.1
-52.0437 104.031 0.2
-63.9117 -76.1752 0.3
-23.6559 -90.0147 0.4
54.5407 3.25721 0.5
-75.7029 -31.445 0.6
7.65476 -102.855 0.7
35.0397 105.302 0.8
-61.5074 91.1831 0.9
-0.021405 -1.56361e-05 0
-62.3579 86.9657 0.1
-52.4055 104.249 0.2
-64.2515 -76.5056 0.3
-23.8233 -89.7819 0.4
54.1545 3.53289 0.5
-75.6206 -31.2639 0.6
7.54908 -103.234 0.7
34.6593 105.547 0.8
-61.8405 91.0458 0.9
-0.0222851 -4.22312e-05 0
-62.6952 86.9902 0.1
-52.7674 104.467 0.2
-64.5913 -76.8361 0.3
-23.9906 -89.549 0.4
53.768 3.80855 0.5
-75.5381 -31.0827 0.6
7.44327 -103.613 0.7
34.2787 105.79 0.8
-62.1737 90.9064 0.9
-0.023165 -7.00272e-05 0
-63.0322 87.0164 0.1
-53.1294 104.684 0.2
-64.931 -77.1665 0.3
-24.1579 -89.316 0.4
53.3814 4.0842 0.5
-75.4554 -30.9014 0.6
7.33742 -103.991 0.7
33.8981 106.034 0.8
-62.5071 90.7647 0.9
-0.024047 -0.00010077 0
-63.3689 87.0444 0.1
-53.4915 104.902 0.2
-65.2707 -77.4969 0.3
-24.3252 -89.083 0.4
52.9943 4.35981 0.5
