1 10.8757
2 8.22557
3 6.30083
4 4.95892
5 4.15446
6 3.55814
7 3.12751
8 2.78357
9 2.51026
10 2.27861
11 2.1103
12 1.96218
13 1.80869
14 1.70806
15 1.59586
16 1.51589
