1 15.9371
2 12.2802
3 9.59339
4 7.74431
5 6.71421
6 5.9831
7 5.31874
8 4.84433
9 4.58083
10 4.15504
11 3.96014
12 3.73933
13 3.72246
14 3.52722
15 3.34404
16 3.33213
